0.00739,0,0
0.007375,20,1
0.00735,40,2
0.00733,60,3
0.00731,80,4
0.007285,100,5
0.007265,120,6
0.00724,140,7
0.00722,160,8
0.007195,180,9
0.00717,200,10
0.007145,220,11
